PDGFD	4.63101195459687
SLC40A1	4.23584447972051
LRRC32	4.22345402620509
SLC1A3	4.19309543234705
PPL	4.18849672990892
MAFB	4.18342064139195
SPON1	4.04041896771743
FABP3	4.01295487036814
CFH	3.98182483227183
ABCA9	3.97748465367412
BEX4	3.87202938749233
ADAMTS12	3.87084573336248
APOE	3.84549009017608
BCL2	3.82820053432633
HMGCS1	3.80448307244818
PCSK9	3.80142000321477
PDGFRL	3.77742835078719
PROS1	3.77065884577942
MSMO1	3.71681354622694
RRAGD	3.69516113087175
MVD	3.66415144319639
ABCA6	3.66406862321193
VEGFB	3.65390321040579
FMO1	3.63556902116858
DEPP1	3.63269817566612
SETBP1	3.63086304799073
MAN1C1	3.62342082347158
ZNF704	3.60687361920485
IDI1	3.60675661204688
INMT	3.59805677961122
PRXL2A	3.5760292204142
INSIG1	3.55851109612652
OGN	3.55457458290057
CREG1	3.54415738458488
SLC7A8	3.51162205552421
CORO7	3.50037672287224
STEAP4	3.49094076258987
GPNMB	3.4824326306947
PLXDC1	3.47528982731904
SLC39A8	3.45781553692173
RARRES2	3.45130885237103
ACSS2	3.45006520973174
CYP27A1	3.44600075771855
AKNA	3.44157881215424
RSPO3	3.43277239316432
AMDHD2	3.43075502794854
PDPN	3.43059795992473
VSTM4	3.42891466855402
GPRC5B	3.41498305546265
PPARGC1A	3.36648506267008
CNTN1	3.36222858512517
MARCKSL1	3.35432523271279
CLIC2	3.33365444385737
PLD1	3.32347019128265
SLC6A15	3.3227464819
PTGES	3.31726897885934
NCR3LG1	3.30861865712285
ABCB4	3.28757444091361
FASN	3.28071677393813
STON2	3.27441017773596
CLCN7	3.2618522159209
CLCN6	3.25489300743549
THRB	3.25386199573108
TNFAIP6	3.24085349153416
MAN1A1	3.2395712840549
CYP51A1	3.23329509233172
RAB3IL1	3.22459934267302
SV2A	3.21798723885105
PNRC1	3.20704857696031
FRRS1	3.20062104711123
APOD	3.19927204212922
ADH1B	3.1979781962046
MYLIP	3.19334681718364
BCL2L11	3.19254529345938
DHCR7	3.18863137907762
ARHGEF3	3.18852289545345
C1QTNF6	3.18191458382839
HMGCR	3.1643099527022
ABCA1	3.16214512889903
TXLNB	3.15492833233956
MTSS1	3.15389595691813
MDK	3.15308134143615
ARHGAP26	3.13993572163024
CTNS	3.13540288871086
C2	3.13239339336659
BMF	3.12871875727943
SQLE	3.12213436704837
SLIT3	3.11665399583179
RXFP1	3.11187033250319
CLN3	3.10907892790427
TMEM176B	3.10561768131577
RUBCNL	3.10415590927777
CCDC69	3.09552217219754
STUM	3.09533046790787
TRIM63	3.08827140598701
GPC3	3.08604665472304
GNPDA1	3.06262110304822
IRX6	3.06029453897875
RRAGC	3.0583034151797
CRISPLD1	3.05525737381615
TBC1D2B	3.0356001520488
CTSL	3.03509379135287
PKD1L2	3.02998269195943
SNX2	3.02698422395977
CCN5	3.02255186567487
C1RL	3.01894298278262
MAP3K12	3.01465746197371
KDSR	3.01277104177703
EDNRA	3.0110081449907
OMG	3.00765394010324
SHC2	2.99990723434027
LPIN1	2.99935510133826
CPVL	2.9983085530373
HRK	2.99749890604321
ZCCHC14	2.99548317763715
BHLHE22	2.99542135670366
COL24A1	2.994311488821
SMO	2.99036068331175
ESR1	2.98741270383372
ACSS1	2.98221539059238
ACOT1	2.98198793222619
GYPC	2.98075482675847
IDH1	2.97905758008481
COL21A1	2.97859270759028
PHYH	2.97159990339102
LIPA	2.97010611296606
RIPOR3	2.94417503098516
RAPGEF6	2.94296305790207
PPM1L	2.94237174941245
ANK2	2.93109444906059
DEPTOR	2.92764790653695
SLC38A4	2.92713883273795
TBC1D3D	2.92698878742272
MTUS1	2.92648149463512
HES1	2.9242142150388
GPX4	2.92083864372712
EGR2	2.9189451240535
VANGL2	2.90991084721081
DCLK1	2.90784571565392
FAM180B	2.90755596722136
MMP27	2.90579177590402
CHI3L1	2.90151978280867
FAM110B	2.90142733029602
COL14A1	2.90020214940014
MMP11	2.89418658971534
SREBF2	2.89121440273022
MMAB	2.8905899830698
MX1	2.88345360718909
ANKRD6	2.87564769568515
SMPDL3A	2.87279508464647
SLC9A9	2.87039206244217
CES1	2.86814460921843
SOS1	2.86650386866401
AQP9	2.86518582405508
IL6	2.86424210940037
MTHFR	2.86376581265143
FMO2	2.86029792759525
SLC38A7	2.8592094880823
KIAA0930	2.85910124363295
CLCN5	2.85557522637889
ADCY1	2.85349857826916
PLEKHH2	2.84766312611686
PHKG1	2.84754677240737
SLC7A2	2.84328730564521
FEZ1	2.83774576510169
MTMR9LP	2.83130312274504
MOB3B	2.83041757923775
RAB29	2.82950949651698
DGLUCY	2.8286035758454
CD302	2.82820084337584
ZNF436	2.82815131628683
HSD17B14	2.82733489233449
CD276	2.81799117190647
RPS28	2.81239383054152
KLF9	2.80867756933141
GAB1	2.80751788090249
KLHL24	2.80665446964786
SLC7A7	2.80255914929127
RBP1	2.79818004606353
TCF7L2	2.79651512938586
PREX2	2.79512544201247
TSKU	2.79323982559165
OGFRL1	2.78521556000176
TMEM176A	2.78320051608338
FABP5P7	2.7818461635786
PEPD	2.78089237009844
CTSK	2.78067111029104
GPRIN3	2.77861964057034
ARRDC3	2.77800483370059
DPT	2.77713914374193
DVL2	2.77370675283241
WNT11	2.77286823598416
DMKN	2.76614496152327
IL18R1	2.76342804174929
IL16	2.76133732926631
TPRG1	2.76048314157844
CCDC102B	2.75342204663286
CRYM	2.75123536283927
FOS	2.73902255229202
PRRG3	2.73572185083155
ACSL1	2.73161552144418
TSPAN11	2.73030987226603
TPCN1	2.72698137668364
FADS1	2.72627532994732
LRP1B	2.72366000808941
TPST1	2.71242778141183
ASAP3	2.7057359513371
ADAMTS8	2.70323734721934
STAP2	2.69648923934108
CERT1	2.69617149288853
CEBPA	2.69192819459698
FDPS	2.69017270466618
ZNF106	2.68414202121218
PLEKHG1	2.68407947406114
CYBRD1	2.68075396284487
PDZD2	2.67652734313541
FNIP1	2.67592243411831
MCOLN1	2.67560795579522
OMD	2.67263649834358
GLI3	2.67145598875332
BRINP1	2.66864831247333
MCOLN3	2.66740635160866
WBP2	2.66576261452027
PDK3	2.65898721685904
NOX4	2.65538818692186
RASSF4	2.65388772789339
ADGRA3P1	2.65284340050604
TRIL	2.65175923780128
TSHZ2	2.65077816494397
NARS2	2.64179367523744
AKR1C2	2.63767466891513
GEM	2.6366137335741
APOC1	2.63625831875646
FZD3	2.63579642575125
SCD	2.63264781297961
